Number;Description;Development_Type;Dev_Cat;Affect_RPA;Dev_Sprint;Effort;Assignment_group
RITM0608403;"Aplicar modelo de anexo padrão no formulário ""Atualizar dados mestres fiscais e contábeis"".
Form ID: PTP_041

Ao selecionar a opção ""anexando uma planilha"" o sistema disponibiliza um botão para o download do arquivo padrão de anexo de forma automática. O botão deve conter o seguinte texto em vermelho destacado: ""Arquivo Modelo Padrão Obrigatório""

Aplicar consistência nos dados preenchidos na arquivo anexo, validando o código do material no SAP da mesma forma que acontece quando o valor é imputado manualmente no multirow do formuário.";Service Catalog;;No;12;6;_GG_WBS_SERVICE_CENTER_DEVELOPMENT
RITM0610101;Colombia: Efetuar ajustes Requests Account receivable conforme documento anexo;Service Catalog;;Yes;SP 7;8;_GG_WBS_SERVICE_CENTER_DEVELOPMENT
RITM0610132;Colombia: Efetuar ajustes Requests Collections conforme anexo;Service Catalog;;No;;3;_GG_WBS_SERVICE_CENTER_DEVELOPMENT
RITM0610141;Colombia: Efetuar ajustes Requests Documentos cfme anexo;Service Catalog;;No;;2;_GG_WBS_SERVICE_CENTER_SUPPORT
RITM0610150;Colombia: Efetuar ajustes OTC_053 - 139 - 402 cfme anexo;Service Catalog;;No;SP - 7;5;_GG_WBS_SERVICE_CENTER_DEVELOPMENT
RITM0610157;Colombia: Efetuar ajustes OTC_052 - 392 - 364 - 368 cfme anexo;Service Catalog;;No;;6;_GG_WBS_SERVICE_CENTER_DEVELOPMENT
RITM0610163;Colombia : Efetuar ajuste OTC_027;Service Catalog;;No;;3;_GG_WBS_SERVICE_CENTER_SUPPORT
RITM0610166;Colombia: Efetuar ajueste OTC_243 cfme anexo;Service Catalog;;No;;3;_GG_WBS_SERVICE_CENTER_SUPPORT
RITM0610169;Colombia: Efetuar ajustes OTC_291 cfme anexo;Service Catalog;;No;;2;_GG_WBS_SERVICE_CENTER_SUPPORT
RITM0610171;Colombia: Efetuar ajustes ofertas OTC routine Key0001;Service Catalog;;No;;2;_GG_WBS_SERVICE_CENTER_SUPPORT
RITM0610204;Colombia: Efetuar ajuste OTC routine key0002;Service Catalog;;No;;2;_GG_WBS_SERVICE_CENTER_SUPPORT
RITM0610215;Colombia: Efetuar ajuste OTC routine key0002.;Service Catalog;;No;;2;_GG_WBS_SERVICE_CENTER_DEVELOPMENT
RITM0610232;Colombia: Efetuar ajuste OTC routine Key0004;Service Catalog;;No;;2;_GG_WBS_SERVICE_CENTER_SUPPORT
RITM0610237;Colombia: Efetuar ajuste OTC_500;Service Catalog;;No;;3;_GG_WBS_SERVICE_CENTER_DEVELOPMENT
RITM0610238;Colombia: Efetuar ajuste OTC_501;Service Catalog;;No;;2;_GG_WBS_SERVICE_CENTER_SUPPORT
RITM0610241;"Colombia:
Efetuar ajuste OTC_510";Service Catalog;;No;;3;_GG_WBS_SERVICE_CENTER_DEVELOPMENT
RITM0610288;"Peço verificar com urgência a tabela sendo utilizada na oferta de serviço OTC_141. Analisei em produção e houve alguma mudança. Atualmente constam as condições INATIVAS.
Nao localizei nenhuma condição ativa pra ser utilizada.
Essa tabela é usada nas ofertas abaixo tambem, peço avaliar e deixar a mesma para todas:
OTC_136
OTC_142
OTC_281
OTC_282";Service Catalog;;No;;3;_GG_WBS_SERVICE_CENTER_SUPPORT
RITM0611307;"Alterar o job do cobrança de resposta de e-mail, para que não sejam cobradas respostas de e-mails enviados originalmente a menos de 24 horas.
Estão ocorrendo reclamações de que a cobrança de e-mail é realizada antes que a pessoa tenha tempo de responder ao e-mail original.";Others;;No;24;5;_GG_WBS_SERVICE_CENTER_DEVELOPMENT
RITM0611478;"Gentileza adicionar nota na ofertas OTC_017 - OTC_018: ""Considerando que não haverá comissão de crédito no período das férias, essa oferta de serviço estará indisponível no período de 24/12/21 a 09/01/2022.""

E desabilitar botão ""Submeter"", como foi feito no OTC_026.

Gentileza desabilitar as rotinas abaixo tambem.
No retorno das ferias vou solicitar a ativação novamente.
OTC_373
OTC_377";Workflows and Tasks;;No;sprint férias;5;_GG_WBS_SERVICE_CENTER_DEVELOPMENT
RITM0612591;"Ajustar as tarefas de workflow, passando para tarefas automáticas, e definir RPA para analisar a solicitação e gerar remessa e transporte.
Automação das operações de Remessa a partir dos formulários já existentes, quando o solicitante cria a ordem de venda e abre a solicitação de faturamento.
OTC_157 Efetuar Venda de sucata
OTC_074 Efetuar Faturamento de Remessa Sem Retorno (ZVDE, ZVDO, ZVGA y ZVOS)
OTC_057 Efetuar Faturamento de retorno com ordem referenciada (ZMET)
OTC_108 Efetuar Faturamento de Remessa Com Retorno (ZMNW, ZOST y ZVRR)
OTC_152 Efetuar Faturamento de operações de transferência via ordem de venda 
Dúvidas, entrar em contato com a analista Adriana Helena Bosshammer Campregher
Vide anexo.";RPA and Automations;;Yes;;4;_GG_WBS_SERVICE_CENTER_SUPPORT
RITM0626356;"Alterar o schedule da OTC_300 para ""Daily - 02:00 (GMT-3) - Global HUB"".

Com a alteração do horário de parada dos RPAs para 23:45 - 00:15, o resultado da OTC_300 está sendo gerado com datas divergentes.";Others;;Yes;;2;_GG_WBS_SERVICE_CENTER_SUPPORT
RITM0626827;"Alterar formulário da oferta 'Efetuar Retorno de entrada manual' - OTC_227.

Ajustes conforme documento anexo.";Service Catalog;;No;;2;_GG_WBS_SERVICE_CENTER_SUPPORT
RITM0627038;"Incluir opção de seleção para OTC_265/OTC_264:

1. Atualizar variable set ""cross place of business"", adicionar opção no select box infor_the_recipient_1001:
F044 WEL Paraupebas
2. Criar novo campo no variable set ""cross place of business"" para opção 1019. Adicionar opção no select box infor_the_recipient_1019:
F001 WEG-CESTARI
F002 WEG-CESTARI GEREMIA

Dúvidas falar com Gustavo Renz Pretto.";Service Catalog;;No;;2;_GG_WBS_SERVICE_CENTER_SUPPORT
RITM0627367;"OTC_328 - Solicitar cópia de Nota Fiscal de saída ou Arquivo XML

Incluir opção ""Intracompany"" no select box ""Selecionar parceiro"", conforme doc. anexo.
Essa opção já é utilizada nas OTCs 265 e 264.";Service Catalog;;No;;2;_GG_WBS_SERVICE_CENTER_SUPPORT
RITM0627754;"Se o campo ""Informações adicionais"" do formulário estiver preenchido, criar uma mensagem via script que roda na task, alertando o atendente que a mensagem deve ser observada.
A mensagem deve aparecer com fundo vermelho e não deve sumir automaticamente, precisa ser fechada pelo atendente para sair da tela. 
Texto da mensagem: Observar as informações adicionais da solicitação.";Agent Workspace;;No;sp 6;2;_GG_WBS_SERVICE_CENTER_SUPPORT
RITM0630783;"Incluir novas perguntas e tarefas no OTC_WF_121, conforme anexo.
A pergunta ""É necessário corrigir erro de contabilização?"" (variable ajuste_contabil) deve iniciar respondida com ""Não"" e caso for alterada para ""Sim"", abrir as tarefas correspondentes no WF.
A pergunta ""Pagamento será realizado?"" (variable no_payment) deve iniciar respondida com ""Sim"" e caso for alterada para ""Não"", abrir as tarefas correspondentes no WF.";Workflows and Tasks;;No;sp 6;4;_GG_WBS_SERVICE_CENTER_SUPPORT
RITM0634742;Incluir novas tarefas para o OTC_WF_202, conforme anexo..;Workflows and Tasks;;No;;3;_GG_WBS_SERVICE_CENTER_SUPPORT
RITM0644035;Criar calendário para RTR_Rout_364:: Antepenúltimo dia útil as 12hs;Workflows and Tasks;;No;;2;_GG_WBS_SERVICE_CENTER_SUPPORT
RITM0648072;Inserir a dependência RTR_051 na oferta de serviço RTR_1713;Service Catalog;;No;;2;_GG_WBS_SERVICE_CENTER_SUPPORT
RITM0648619;Na oferta de serviço RTR_347: eliminar a dependência RTR_245 e, a dependência RTR_123 deverá ser alterada de conclusiva para abertura. A oferta RTR_347 somente poderá abrir após concluída a RTR_123;Service Catalog;;No;;2;_GG_WBS_SERVICE_CENTER_SUPPORT
RITM0648677;"America: Gentileza modificar a rotina da oferta OTC_006, conforme anexo.
Adicionar multi task para todos os países.";Service Catalog;;No;;3;_GG_WBS_SERVICE_CENTER_DEVELOPMENT
RITM0649030;Criar calendário para RTR_Rout_365: dia 16 de novembro;Service Catalog;;No;;2;_GG_WBS_SERVICE_CENTER_SUPPORT
RITM0649150;Criar calendário para RTR_Rout_366: 3° dia útil as 10hr;Service Catalog;;No;;2;_GG_WBS_SERVICE_CENTER_SUPPORT
RITM0649302;Inserir o gerente Luis Carlos Sciepiet como aprovador no RTR_842. Hoje este RTR já tem como aprovador a Juciane. A Juciane será a primeira aprovadora e o Luis aprova por segundo.;Service Catalog;;No;;1;_GG_WBS_SERVICE_CENTER_SUPPORT
RITM0649475;Criar calendário para RTR_Rout_367: Toda segunda-feira(qdo segunda for feriado então abre o 1° dia útil seguinte);Service Catalog;;No;;3;_GG_WBS_SERVICE_CENTER_SUPPORT
RITM0649820;Criar calendário RTR_Rout_368: Dia 26 de cada(abrir 1/ útil após se for um final de semana);Service Catalog;;No;;3;_GG_WBS_SERVICE_CENTER_SUPPORT
RITM0650273;Na oferta de serviço 1496, inserir a dependência RTR_486 e eliminar a dependência RTR_115.;Service Catalog;;No;;2;_GG_WBS_SERVICE_CENTER_SUPPORT
RITM0650306;"Adicionar BaaN na lista de software do formulário software suporte
Caso seja selecionado esse software será necessário que o fluxo crie uma tarefa para fila de Field da Argentina, duvidas falar com Jonathan Bardt.";Service Catalog;;No;;2;_GG_WBS_SERVICE_CENTER_SUPPORT
RITM0651216;Criar calendário para RTR_Rout_369: Abrir a cada 2 dias úteis após o 2° dia útil.;Service Catalog;;No;;2;_GG_WBS_SERVICE_CENTER_SUPPORT
RITM0651259;Criar calendário para RTR_Rout_370: abrir no 1º e 2º dia útil.;Service Catalog;;No;;2;_GG_WBS_SERVICE_CENTER_SUPPORT
RITM0651409;"Formulário - Dispensar juros ou lançar em ocorrência negativa.
O campo ""valor com taxa reduzida"" deveria ser preenchido automaticamente. Seja ele p/ baixa total ou com taxa de juros reduzida. incluir um % para que o calculo seja automático. 
Perdemos muito tempo colocando valor manualmente e esta sucessível a erro de digitação..";Workflows and Tasks;;No;;4;_GG_WBS_SERVICE_CENTER_SUPPORT
RITM0653133;Inserir na oferta RTR_1722 a dependência o RTR_123.;Service Catalog;;No;;2;_GG_WBS_SERVICE_CENTER_SUPPORT
RITM0653516;Inserir a dependência RTR_1723 na oferta de serviço RTR_095.;Service Catalog;;No;;2;_GG_WBS_SERVICE_CENTER_SUPPORT
RITM0653669;Criar calendário para RTR_Rout_371: 15 de janeiro(se for final de semana, deverá ser antecipado).;Service Catalog;;No;;2;_GG_WBS_SERVICE_CENTER_SUPPORT
RITM0654032;"Gentileza criar oferta de serviço conforme as informações abaixo:
OTC - Order to Cash 
Processo: Cadastro de Cliente 
Categoria: Atualizar cadastro de cliente
Número da Oferta: OTC_404
Nome da oferta: Enviar declaração de ICMS
Fila/Esteira: _GG_WBS_OTC_BR_MASTER_DATA
SLA da oferta: 1 hora
Esforço: 10 min
Workflow: OTC_WF_252
Task: Analisar declaração e anexar ao código do cliente
SLA da Task: 1 hora
Esforço: 10 min

Campos necessários para a oferta:
Código do cliente - Utilizar a tabela de clientes Ativos e Inativos (Somente clientes Brasil)
Comentário - Multiline
Adicionar anexos..";Service Catalog;;No;;4;_GG_WBS_SERVICE_CENTER_SUPPORT
RITM0654540;;Data and Loads;;No;;2;_GG_WBS_SERVICE_CENTER_DEVELOPMENT
RITM0655098;"Atualmente tenho a necessidade de ficar verificando uma fila que é compartilhada com outros colaboradores e analisar qual solicitação de compra pertence ao meu dia a dia. Essa forma de trabalho é inviável, perdendo produtividade no dia a dia.

--

Os itens relacionados a acessórios devem ir para uma fila diferente dos equipamentos, necessário gerar uma lista do que é acessório e o que é equipamento..";Workflows and Tasks;;No;;10;_GG_WBS_SERVICE_CENTER_SUPPORT
RITM0655250;"Formulário para solicitação de desenvolvimento
Necessário que as seguintes variáveis sejam obrigatórias caso o solicitante seja membro das filas listas (durante o preenchimento do formulário no portal..

Variáveis:
Detalhamento funcional / requisitos
Teste necessário?
Importância para o negócio

FIlas:
_GG_WBS_PTP_BR_FUNCTIONAL_ANALYSIS
_GG_WBS_IT_BR_FUNCTIONAL_ANALYSIS
_GG_WBS_OTC_BR_FUNCTIONAL_ANALYSIS
_GG_WBS_RTR_BR_FUNCTIONAL_ANALYSIS";Portal (Employees / Internal Users);;No;;3;_GG_WBS_SERVICE_CENTER_SUPPORT
RITM0655287;No passo 101 a variável Required correction está obrigatória, deveria estar invisível..;Workflows and Tasks;;No;;3;_GG_WBS_SERVICE_CENTER_SUPPORT
RITM0656836;"Ofertas - OTC_052 e E 392, preciso alterar no fluxo de aprovação, alterar aprovador Diretor cfme abaixo:  
De: Andre Luis Rodrigues.
Para: Andre Menegueti Salgueiro";Portal (Employees / Internal Users);;No;;2;_GG_WBS_SERVICE_CENTER_SUPPORT
RITM0658857;Ajustar oferta OTC_241 cfme anexo..;Service Catalog;;No;SP 7;5;_GG_WBS_SERVICE_CENTER_DEVELOPMENT
RITM0658877;Ajustar OTC_241 cfme anexo.;Service Catalog;;No;SP 7;5;_GG_WBS_SERVICE_CENTER_DEVELOPMENT
RITM0659641;Criar oferta OTC_527 cfme anexo.;Service Catalog;;No;SP 8;2;_GG_WBS_SERVICE_CENTER_DEVELOPMENT
RITM0659653;efetuar ajuste otc_527 cfme anexo.;Service Catalog;;No;;2;_GG_WBS_SERVICE_CENTER_DEVELOPMENT
RITM0659662;Efetuar ajuste OTC_527 cfme anexo.;Service Catalog;;No;;2;_GG_WBS_SERVICE_CENTER_DEVELOPMENT
RITM0659948;"Os seguintes formulários precisam ser ajustados

Inserir uma forma do formulário identificar se o usuário solicitante é da Argentina, caso seja alterar as opções de ""entrega"" para as definidas para Argentina (este item foi desenvolvido e está oculto neste momento)
Solicitar acesso ao SAP ECC (PRD) para usuários finais
Create NAS folder structure 
Request to restore folder or file with Commvault
Purchase notebook (NOTE1)
Purchase microcomputer (Administrative)
Purchase USB mouse
Create SAP Job Service
Instalação local de software
Instalar software.
Suporte e manutenção ao ERP legado BAAN (adicionar em sofware), caso seja solicitado BaaN a solicitação deve ir para fila da Argentina
Request configuration for external or international calls";Workflows and Tasks;;Yes;Sprint 7;18;_GG_WBS_SERVICE_CENTER_DEVELOPMENT
RITM0661336;"Atualmente o link ""erros e sugestões"" é direcionado para um artigo de conhecimento dando opção de reportar um erro ou sugestão, necessário para SOMENTE quando for key user apareça também a possibilidade de ""solicitar um desenvolvimento"". Como sugestão poderia ser outro artigo de conhecimento e o link do botão ""erros e sugestões"" mude de acordo com quem está abrindo o portal.";Portal (Employees / Internal Users);;No;Sprint 7;3;_GG_WBS_SERVICE_CENTER_SUPPORT
RITM0664194;Criar calednário para RTR_Rout_372: 5º dia útil, exceto nos meses jan, abr, jul, out..;Service Catalog;;No;;2;_GG_WBS_SERVICE_CENTER_SUPPORT
RITM0664670;"Formulário - ""Dispensar juros ou lançar em ocorrência negativa""
Tipo - ""Dispensa de juros pela área comercial""
Empresa V2 - Precisamos que o fluxo de aprovações de juros vá diretamente ao Diretor. (somente o diretor que faz as analise de dispensa de juros)..";Workflows and Tasks;;No;;2;_GG_WBS_SERVICE_CENTER_SUPPORT
RITM0665029;"Incluir no Dashboard do link abaixo, um filtro interativo para filtrar os dados conforme cidade/fila do anexo.
No item de seleção do usuário deve mostrar o nome da cidade, que quando selecionado, vai filtrar por fila como no anexo.
.
Dashboard: https://wbs.myweg.net/nav_to.do?uri=%2F$pa_dashboard.do%3Fsysparm_dashboard%3D7297fc8547d0011017337942846d43b6";Dashboards and Reports;;No;;3;_GG_WBS_SERVICE_CENTER_SUPPORT
RITM0665961;"Setar a opção ""Lock variables while/upon approval?"" das Ofertas de Serviço da TI em anexo..";Service Catalog;;No;;4;_GG_WBS_SERVICE_CENTER_SUPPORT
RITM0667903;"Implantação dos processos da esteira de OTC_Billing do Chile no Service Now. 
Criação de novas ofertas de serviço, formulários, regras de aprovação, workflows e filas de trabalho. Ajustes nas ofertas já existentes, formulários e workflows. Detalhamento nos arquivos anexados..";Service Catalog;;No;;18;_GG_WBS_SERVICE_CENTER_DEVELOPMENT
RITM0669087;Alterar formulario OTC_036 para o modelo de pesquisa em Flag, igual feito no OTC_038.;Portal (Employees / Internal Users);;No;;3;_GG_WBS_SERVICE_CENTER_DEVELOPMENT
RITM0669731;"A/C JONATHN, por favor diminuir sla para passo "" validar erro rpa"".";RPA and Automations;;Yes;;1;_GG_WBS_SERVICE_CENTER_SUPPORT
RITM0680687;Ajustar OTC_027 cfme anexo..;Service Catalog;;No;sp 8;6;_GG_WBS_SERVICE_CENTER_DEVELOPMENT
RITM0680719;Efetuar ajuste OTC_52 - 392 - 364 - 368 cfme anexo.;Service Catalog;;No;;8;_GG_WBS_SERVICE_CENTER_DEVELOPMENT
RITM0680730;Efetuar ajuste OTC_53 - 139 - 402 cfme anexo.;Service Catalog;;No;;4;_GG_WBS_SERVICE_CENTER_DEVELOPMENT
RITM0680750;Efetuar ajuste OTC_243.;Service Catalog;;No;;8;_GG_WBS_SERVICE_CENTER_DEVELOPMENT
RITM0680756;Efetuar ajuste OTC_291 cfme anexo.;Service Catalog;;No;;8;_GG_WBS_SERVICE_CENTER_DEVELOPMENT
RITM0680798;Efetuar ajuste OTC_378 cfme anexo.;Service Catalog;;No;;4;_GG_WBS_SERVICE_CENTER_DEVELOPMENT
RITM0680812;Efetuar ajuste OTC_500 cfme anexo;Service Catalog;;No;;2;_GG_WBS_SERVICE_CENTER_DEVELOPMENT
RITM0680823;Efetuar ajuste OTC_501 cfme anexo;Service Catalog;;No;;2;_GG_WBS_SERVICE_CENTER_DEVELOPMENT
RITM0680850;efetuar ajuste OTC_510 cfme anexo;Service Catalog;;No;;2;_GG_WBS_SERVICE_CENTER_DEVELOPMENT
RITM0680904;ajustar OTC_527 cfme anexo;Service Catalog;;No;;4;_GG_WBS_SERVICE_CENTER_DEVELOPMENT
RITM0680915;ajustar ofertas cfme anexo - Requests Account Receivable;Service Catalog;;No;sprint 8;18;_GG_WBS_SERVICE_CENTER_DEVELOPMENT
RITM0680973;Ajustar ofertas cfme anexo - Requests Collection;Service Catalog;;No;GPRETTO - RITM0680973 - Solicitar Desenvolvimento na Plataforma WBS (... - seq01;3;_GG_WBS_SERVICE_CENTER_DEVELOPMENT
